GeneSym	HP1504101T2D_wholeislet	HP1506401_wholeislet	HP1504901_wholeislet	HP1508501T2D_wholeislet	HP1507101_wholeislet	HP1526901T2D_wholeislet	HP1525301T2D_wholeislet
MIR4744	0	0	0	0	0	0	0
MIR1539	0	0	0	1	0	0	0
RPL17	734	927	1136	1167	1515	809	748
C18orf32	235	226	230	196	408	213	191
SNORD58C	2	11	6	18	9	2	12
RPL17-C18orf32	0	0	0	0	0	0	0
SNORD58B	0	0	0	0	0	0	0
SNORD58A	1	3	4	2	0	1	2
LIPG	1282	275	835	962	1030	952	1004
SNHG22	3	6	4	0	8	3	4
SCARNA17	5	2	12	4	2	12	8
MIR4320	0	0	0	0	0	0	0
MBD1	2660	2714	3441	3595	3618	2806	2131
CXXC1	1804	2076	1838	2279	2032	1901	1261
CCDC11	74	155	77	138	168	105	122
SKA1	11	60	57	20	58	21	51
MRO	94	209	95	31	176	61	62
ME2	2702	3535	4363	3525	5090	2394	2621
SMAD4	5596	4986	6671	6813	6940	4930	4345
MEX3C	2205	1864	2508	2626	2767	1898	1798
LOC101928167	0	0	0	0	0	0	0
MBD2	2018	2702	2563	3686	2567	2378	2117
SNORA37	0	0	0	0	0	0	2
STARD6	0	0	6	0	0	0	0
POLI	1468	1504	1919	1555	1707	1330	912
DYNAP	0	0	0	0	0	0	0
CCDC68	108	277	112	232	96	226	239
LOC101927229	4	0	4	14	4	6	6
MIR4529	0	0	0	0	0	0	0
LOC101927273	0	0	0	0	0	0	0
LOC100505474	0	0	0	0	0	0	0
TXNL1	3703	4066	4772	4987	5394	3375	2666
LINC-ROR	0	0	0	0	0	0	0
BOD1L2	3	4	3	4	12	3	6
ST8SIA3	7226	9124	8775	10321	10544	6674	5907
ONECUT2	1223	1637	1087	3084	1308	3064	2777
FECH	1232	1529	1731	1753	1242	1442	821
NARS	11859	11028	14809	14290	13546	9893	7668
MIR3591	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0
LOC101927322	0	2	8	4	11	8	2
OACYLP	1	0	0	1	1	0	0
SEC11C	11147	12873	15000	21918	12944	12197	10891
CPLX4	0	0	0	0	0	2	0
GRP	4	16	14	14	69	11	4
RAX	0	2	0	2	0	2	0
PMAIP1	198	267	141	705	136	467	335
MC4R	0	0	0	0	0	0	0
CDH20	43	15	20	49	17	28	12
LOC100996669	0	0	0	0	0	0	0
ZCCHC2	1080	741	1211	1511	1164	899	776
KDSR	2073	2613	2370	3155	2622	2198	1864
SERPINB5	0	2	27	12	0	0	10
SERPINB13	0	0	0	2	0	0	0
SERPINB12	0	0	0	0	0	0	0
SERPINB4	0	0	8	140	13	54	53
SERPINB3	0	0	0	17	8	11	25
SERPINB7	16	18	2	1316	81	965	722
SERPINB11	0	0	0	0	0	0	0
SERPINB10	0	0	0	2	0	0	0
SERPINB2	1262	1403	463	3337	484	2118	2007
SERPINB8	359	480	526	1320	455	695	730
HMSD	0	7	3	12	2	2	2
LINC00305	0	0	0	0	0	0	2
LOC400654	0	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0	0
DSEL	212	306	333	375	286	402	467
TMX3	2751	3380	3688	3678	3358	2820	2591
CD226	11	9	10	9	11	7	15
SOCS6	2549	2309	4423	2868	4387	1999	2115
LOC101060542	0	0	0	0	0	0	2
GTSCR1	0	0	0	0	0	0	0
CBLN2	0	0	2	0	2	4	2
LOC100505817	0	0	0	0	0	0	0
TIMM21	673	965	687	1121	888	652	656
FBXO15	120	114	99	140	154	120	62
C18orf63	0	0	0	0	0	0	0
CNDP2	5840	6508	6888	12724	8025	6424	6512
FAM69C	0	0	0	18	0	0	0
LINC00909	908	997	1074	860	1017	616	687
ZADH2	3403	3154	4218	3564	4652	2993	2361
TSHZ1	5411	4355	7170	4405	7182	4214	2771
LOC339298	0	0	0	0	0	0	0
FLJ44313	44	169	60	110	88	55	43
LINC00908	16	37	17	57	44	21	27
LOC101927651	7	9	12	15	10	7	6
LINC00683	33	101	53	94	58	45	52
LOC400661	2	0	0	10	0	0	4
LOC100131655	36	30	56	45	60	38	36
LINC01029	0	0	0	0	0	0	0
SALL3	0	0	0	0	0	0	0
PQLC1	1941	2237	2113	2536	2721	1827	1907
KCNG2	19	33	17	10	4	12	30
RBFA	463	507	553	806	649	603	539
TXNL4A	2817	3874	3189	4505	4632	2869	2844
RBFADN	16	19	11	10	7	26	9
PARD6G-AS1	36	65	23	48	69	38	37
ADNP2	1278	1247	1372	1469	1481	1035	867
ATP5SL	1801	1665	1776	2569	2003	1305	1384
MED25	1713	1820	1934	2184	2582	1699	1310
ZNF274	935	1059	1085	1286	1390	972	761
TMEM38A	502	536	430	529	605	394	410
RHPN2	630	1429	680	1416	444	1062	1209
KANK3	133	105	176	110	135	92	83
PTPRS	2420	3216	3239	3188	2966	3589	1735
ABCA7	1480	1841	1874	2288	2039	2828	2094
GNA15	45	81	54	77	60	86	24
IZUMO4	35	22	51	80	35	66	86
ANKRD24	34	99	132	237	151	141	114
LOC100996351	2	0	0	2	0	0	0
ZNF559	868	908	999	1009	951	563	783
CYP4F8	0	0	10	0	0	0	0
TYK2	3023	2188	2576	4015	3121	2814	2245
ZNF559-ZNF177	1	0	1	1	0	4	0
NDUFB7	2438	3206	2864	3924	4200	2428	2387
ZNF709	456	401	613	497	544	376	354
CCDC151	196	161	148	245	274	204	191
ZNF506	987	1126	1351	1276	1789	1137	1139
ZNF43	727	1057	913	906	898	752	913
CRTC1	1145	681	1239	1152	1492	1124	872
FXYD5	6103	1674	4575	6354	7054	2467	4029
YIF1B	1143	1462	944	1834	1364	1054	1033
SAMD4B	3766	4241	4996	5432	5240	3441	2836
ZNF565	245	180	207	232	276	175	135
HIPK4	2	0	2	7	0	14	9
LOC101927667	11	30	110	29	176	90	97
EML2	3362	3447	4111	4801	4901	3128	2546
PRKD2	1291	1002	1089	2001	1550	907	997
EHD2	480	687	558	2161	519	851	710
LIPE-AS1	61	27	68	63	85	43	59
ZNF575	107	105	128	133	187	82	81
KLK2	0	0	0	0	0	0	0
RDH13	393	349	329	614	347	307	333
ZNF787	600	952	725	1309	930	706	566
ZNF702P	289	354	247	595	509	225	323
DUXA	0	0	0	0	0	0	1
KISS1R	70	32	77	208	47	116	59
RNF126	1051	1235	1554	1275	1493	998	842
REXO1	910	846	1173	1346	1057	852	698
CSNK1G2	2364	2564	2302	3330	2687	2177	1904
DOT1L	1167	1297	1445	2182	1249	1368	1102
TLE2	2687	2305	3573	3853	4096	2823	2658
GNG7	1529	2450	2543	1666	2950	1634	1042
PIP5K1C	1749	1939	2022	2291	2101	1666	1557
NFIC	4044	6122	6967	8228	6223	4732	3950
ZBTB7A	2395	2341	3102	2688	3160	1909	1547
CELF5	50	24	77	46	79	28	33
MATK	9	4	22	35	32	6	8
UBXN6	5034	6419	5802	7818	7592	5090	3937
KDM4B	1833	1568	2114	2102	2467	1740	1542
PLIN3	2706	1670	3070	4004	3343	2273	3518
DPP9	1508	1775	1995	2306	1884	1506	1301
STAP2	887	1447	551	1047	1309	922	1689
SAFB	3784	3437	4615	5238	4476	3561	2883
NDUFA11	2703	2773	2829	4073	4113	2411	2269
RFX2	620	567	772	1075	926	678	714
ACSBG2	6	5	9	11	5	4	3
CATSPERD	0	0	4	2	0	0	0
VAV1	120	23	93	56	83	92	42
C3	4801	5448	2550	25325	5326	14046	14908
ZNF557	544	522	524	634	562	329	391
INSR	2953	4602	3894	5640	3076	2701	2243
KHSRP	3147	2891	3680	4219	3771	2651	2426
ARHGEF18	2095	2498	2536	3936	2717	2405	1927
PNPLA6	4762	4520	4340	7208	5925	3982	3456
TIMM44	1541	1063	1604	1794	1628	1088	822
CCL25	0	0	0	0	0	0	0
ADAMTS10	111	88	89	417	148	289	315
HNRNPM	6790	8702	8098	11616	8128	6878	7013
MUC16	7	2	295	2	9	20	67
PPAN-P2RY11	0	0	0	0	0	0	0
P2RY11	26	23	20	21	25	12	31
COL5A3	640	39	628	863	603	953	414
SMARCA4	5595	5612	7140	9128	7527	5085	4424
SLC44A2	1378	2482	1701	3153	1490	1941	2330
CARM1	2145	2361	2280	3269	2743	1978	1841
DNM2	5215	5773	5610	8219	6436	5028	4598
ZNF440	666	580	593	737	618	496	514
ZNF700	745	722	1049	976	813	592	633
ELOF1	1304	1306	1368	1690	1754	1220	1086
ZNF833P	5	14	29	10	20	9	6
CACNA1A	2713	1477	2906	3118	3488	2364	1987
MAST1	1094	736	760	764	1064	827	418
NACC1	1983	2139	2067	2804	2662	1983	1926
ZNF490	539	636	645	779	739	460	409
C19orf43	3535	3679	4254	5438	5353	3423	3232
NFIX	575	854	942	1291	1119	654	699
CC2D1A	1848	1937	1762	2739	2173	1870	1524
LPHN1	3732	4181	4403	3845	4875	3023	2124
IL27RA	124	177	106	363	153	229	198
PKN1	6281	6402	8444	8375	8802	5541	4095
ZNF333	522	409	765	555	636	525	319
AKAP8	1320	1380	1605	1877	1392	1157	1181
SLC1A6	0	0	0	0	0	0	0
EPS15L1	1206	1471	1598	1786	1599	1173	953
HSH2D	221	223	125	333	163	173	244
CHERP	1454	1372	1793	1920	1871	1388	1054
CYP4F2	0	1	0	2	0	0	1
NWD1	232	371	268	682	564	532	278
HAUS8	176	152	116	214	209	141	153
DDA1	1017	1364	1254	1515	1441	1145	902
MYO9B	1380	1296	1236	2074	1349	1384	1100
CPAMD8	4	5	63	16	7	12	11
KCNN1	10	0	5	6	18	10	5
JAK3	54	45	73	112	77	19	85
PDE4C	49	30	23	43	31	22	46
MAST3	1835	1376	1965	1804	2090	1691	1071
ELL	844	633	902	1212	1131	670	726
SUGP1	1121	1408	1439	1514	1230	1298	975
GDF1	0	0	0	0	0	0	0
MEF2BNB-MEF2B	0	0	0	0	0	0	0
MEF2B	1	0	0	0	0	0	0
GATAD2A	2639	2925	3129	3903	2885	2386	2178
SUGP2	4406	4295	4803	4614	5131	4156	3223
CERS1	0	0	0	0	0	0	0
ZNF626	890	879	1099	859	875	829	622
ZNF430	847	707	856	839	914	616	683
ZNF431	309	360	458	428	413	264	292
ZNF708	755	710	1031	869	986	640	563
ZNF99	0	9	6	7	10	5	0
ZNF208	203	275	144	182	176	289	201
ZNF675	481	635	675	487	670	502	477
RPSAP58	2306	3663	3134	5412	3997	2699	3037
LOC101929164	0	0	0	0	0	0	0
ZNF254	1221	1426	1487	1585	1681	1269	1102
LOC100420587	9	71	37	50	59	43	86
LOC284395	0	0	1	0	0	0	0
ZNF536	2	6	6	0	20	0	0
CEP89	271	459	448	589	500	321	335
DPY19L3	1663	1610	1646	2003	1946	1428	1309
ANKRD27	1887	1615	2446	2618	2563	1577	1126
PEPD	5290	5734	7090	6355	8060	6043	3651
CHST8	703	931	1300	623	1000	1165	349
GPI	11504	11403	13569	20336	16189	10890	9505
LINC00904	0	0	1	0	1	0	0
ZNF599	187	205	177	158	302	154	223
ATP4A	2	14	0	36	2	0	0
WDR62	48	57	26	86	68	42	55
ZNF345	206	210	273	259	269	245	131
ZNF566	814	728	1014	754	989	630	507
ZNF529	989	999	1268	1047	1287	929	890
ZNF568	951	910	1181	755	1057	797	614
ZFP14	1539	1203	1927	1192	2065	1189	957
ZNF420	744	607	1034	685	955	598	533
ZFP30	1024	953	1343	985	1102	755	765
ZNF793	439	444	576	482	484	373	361
SIPA1L3	6405	5241	7944	8750	9778	6119	4887
ZNF527	383	412	522	430	486	269	261
RYR1	18	38	64	21	31	15	24
ACTN4	12277	16836	12232	29049	13975	13953	12314
FBXO17	1565	1028	3261	1873	2296	1178	928
ECH1	4988	5366	4908	8049	7146	4392	4885
PAPL	56	17	70	85	90	37	101
AKT2	2881	3778	2994	4629	3700	3559	2717
FCGBP	178	271	142	244	127	445	321
TIMM50	954	1083	1225	1634	1322	990	901
HNRNPUL1	7015	7841	9363	10618	9043	6332	5544
RAB4B-EGLN2	0	0	0	0	0	0	0
MIA-RAB4B	0	0	0	0	0	0	0
RAB4B	0	0	0	0	0	0	0
SPTBN4	3620	2624	3274	3486	4361	2807	1817
MEGF8	4085	3482	4276	4548	5017	3949	2883
ZNF526	651	544	726	880	858	516	416
POU2F2	22	30	81	52	17	36	30
CEACAM21	0	8	16	2	2	0	0
PSG11	0	2	0	2	0	0	0
TEX101	0	1	1	0	7	0	0
ZNF223	317	323	324	364	293	239	260
LYPD5	88	44	80	110	86	40	65
ZNF45	778	696	888	910	713	536	541
PLAUR	266	334	147	1481	326	832	732
PVRL2	3844	4280	2974	7719	4404	4168	4515
PPP1R37	3217	2759	4350	4556	4817	3446	2314
CLPTM1	6291	7288	6328	7858	7255	5060	4673
IGFL2	10	30	4	8	9	8	8
PPP5D1	72	53	105	53	97	47	39
SIX5	238	347	215	478	433	342	331
MYPOP	421	328	539	486	623	327	307
RNU6-66P	0	0	0	0	0	0	0
SAE1	2873	2988	3428	4115	3898	2793	2470
SLC8A2	2431	1787	2821	2425	3994	1836	1603
ZC3H4	1444	1428	1675	2054	1746	1246	1189
ARHGAP35	8858	8063	10596	8458	10643	5966	5333
C5AR2	0	2	0	2	4	2	4
LIG1	834	817	974	1241	917	771	638
CARD8	931	767	712	1098	993	805	665
KDELR1	8274	10404	11230	12704	17259	9080	8454
SEC1P	0	0	10	2	9	4	4
CPT1C	771	735	561	771	955	626	674
NOSIP	1212	1400	1245	1898	1833	1200	1081
NUCB1	13061	9430	12170	22184	20077	11769	14410
TRPM4	463	713	566	862	851	622	756
SLC6A16	18	22	32	25	13	16	14
SLC17A7	22	4	14	41	20	6	22
SIGLEC11	33	95	19	53	27	17	18
MYH14	14067	14511	23259	19626	18301	15794	12539
KLK9	0	0	0	0	0	0	0
ZNF611	546	638	754	724	629	472	399
ZNF701	213	276	284	374	296	308	248
ZNF468	1244	1326	1263	1773	1633	1119	1198
ZNF480	989	1088	1037	1474	1075	834	792
ZNF534	3	17	22	11	19	11	8
PRKCG	66	28	131	152	82	49	106
ZNF677	137	88	138	86	118	81	72
ZNF525	563	450	664	1101	828	636	449
LILRB4	20	24	25	39	112	27	39
KIR3DX1	0	0	0	0	0	0	0
NLRP7	0	3	0	0	0	2	0
CNOT3	1729	1672	1949	2193	2167	1387	1277
ISOC2	1081	1072	1154	1173	1466	832	831
NLRP4	0	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0	0
NLRP9	2	13	2	11	8	25	73
TMEM150B	0	0	0	2	8	0	6
PTPRH	1228	1679	806	2894	1140	1342	1866
ZNF542P	1798	1134	1506	1092	1851	1225	1325
LOC101929059	24	36	24	26	44	16	21
ZNF551	471	488	529	498	469	429	395
ZNF256	207	214	263	272	248	265	223
ZNF550	470	507	564	532	612	471	428
ZNF460	133	150	221	149	157	102	89
ZSCAN22	399	349	403	526	442	298	224
ZNF324	594	583	734	696	815	472	325
WASH5P	2	1	0	4	4	0	0
OR4F17	0	0	0	0	0	0	0
LINC01002	48	13	66	80	58	12	18
PPAP2C	498	1144	350	1910	314	1456	1378
THEG	2	4	0	0	0	0	0
MIER2	478	532	589	795	734	514	498
SHC2	2882	2634	2546	3985	3261	3194	2060
C2CD4C	35	48	54	26	45	80	58
ODF3L2	0	5	6	6	6	0	0
MADCAM1	2	7	6	6	4	5	5
TPGS1	764	846	742	789	1006	543	566
POLRMT	1446	1562	1600	2143	2047	1418	1147
GZMM	0	0	2	5	0	0	0
FGF22	0	8	6	0	3	6	2
HCN2	1145	365	1179	608	965	530	337
BSG	32010	28076	28815	44244	42917	23679	27463
CDC34	1764	1746	1788	3050	2182	1883	1427
FSTL3	593	998	460	2917	740	1423	1530
PALM	820	288	896	452	692	240	258
MISP	1292	710	1927	1709	1621	987	1532
PRSS57	0	0	0	0	0	0	2
ELANE	1	0	1	0	0	2	0
PTBP1	7301	7687	8415	10157	8736	7049	5755
LPPR3	12	0	4	5	8	3	0
R3HDM4	2463	2739	2975	4731	3006	2992	2465
PRTN3	0	0	0	6	0	2	0
MIR3187	0	0	0	0	0	0	0
AZU1	0	0	0	0	0	0	2
MIR4745	0	0	0	0	0	0	0
MED16	2546	2353	2383	3219	3299	2532	1593
CFD	56	37	50	97	172	38	33
ARID3A	686	472	1153	737	874	477	380
TMEM259	6691	6594	7662	8158	8707	6583	5576
CNN2	216	565	221	1342	240	617	513
GRIN3B	337	121	296	89	68	276	70
WDR18	1392	981	1540	1650	1963	1215	1035
HMHA1	316	196	254	211	316	167	164
SBNO2	1621	1476	1743	3419	2090	1945	1411
GPX4	11454	10885	12752	18123	15979	8802	8640
POLR2E	2399	2998	2877	4058	3498	2752	2188
EFNA2	6	5	3	2	6	13	12
CIRBP	11714	12696	18639	16503	19006	14341	11630
ATP5D	2247	2496	1999	3390	2925	1926	1892
C19orf24	631	874	638	1189	927	715	593
CIRBP-AS1	47	54	43	55	39	55	55
MIDN	1697	1967	2168	4362	2229	2495	2030
STK11	2597	2447	2686	3166	3681	2397	2069
C19orf26	194	180	172	266	265	165	116
DAZAP1	2040	2610	2793	4001	2202	1833	1632
NDUFS7	1737	1961	1801	2792	2180	1744	1507
GAMT	2169	2883	2363	1771	3090	1560	1627
RPS15	4490	4473	5397	7124	6968	4112	3426
MUM1	1911	2119	1409	2275	2171	2060	1542
MEX3D	813	828	901	1381	1105	939	768
APC2	139	80	128	95	179	76	72
PCSK4	52	39	31	85	55	45	62
PLK5	2	0	0	4	3	0	0
REEP6	168	533	148	571	184	323	326
C19orf25	964	1152	890	1223	1511	935	891
ADAMTSL5	8	6	4	17	15	19	14
MBD3	3740	3311	3545	4537	4712	2968	2876
TCF3	1291	1585	1378	1385	1719	1684	1302
UQCR11	3996	4615	4358	6323	6724	3900	4563
MIR1909	2	0	0	2	1	2	3
LOC100288123	19	21	28	16	9	22	31
ATP8B3	7	36	14	84	39	29	32
ONECUT3	2	0	0	0	0	0	0
ABHD17A	662	578	634	818	1066	668	575
ADAT3	133	175	164	167	137	144	89
KLF16	1316	1133	2181	1584	2046	1222	985
CSNK1G2-AS1	0	0	2	2	0	0	0
SCAMP4	2497	2436	2829	3205	3512	2566	1938
MKNK2	2622	3513	4067	4990	3961	3624	2574
MOB3A	1168	1074	1384	1809	1615	1245	1009
BTBD2	2828	2847	2941	4016	4450	2867	1935
AP3D1	10566	10114	12617	12884	12462	9464	7678
SPPL2B	1369	1528	1610	2031	2000	1746	1883
LSM7	1101	1392	1549	2120	2224	1260	1295
AMH	7	16	34	30	44	56	45
LINGO3	4	0	2	4	6	2	2
C19orf35	2	4	6	7	2	2	11
SF3A2	792	777	1089	1438	1450	766	685
PLEKHJ1	1163	1567	919	2026	1149	1182	1196
JSRP1	328	367	462	853	1156	436	589
OAZ1	25720	23363	25073	28089	35281	20384	20062
MIR4321	0	1	0	0	1	1	1
MIR1227	1	0	0	0	0	1	0
MIR6789	1	0	1	2	0	0	1
GADD45B	488	607	646	1638	897	471	404
MIR7108	8	3	3	2	3	6	4
TIMM13	1515	1876	1884	2300	2296	1522	1511
TMPRSS9	7	13	4	4	6	3	11
LMNB2	1824	1803	1970	2659	2516	1711	1433
DIRAS1	1806	1682	1593	1617	2335	1070	902
SLC39A3	1342	1558	1407	1840	2091	1292	1205
ZNF555	680	542	791	703	601	437	459
THOP1	1282	1315	1440	1720	1723	1229	1084
SGTA	2396	2980	2864	3732	3561	2289	2179
ZNF556	3	0	0	1	0	2	2
ZNF554	456	374	529	453	515	429	310
TLE6	194	193	184	301	354	281	187
ZNF77	203	271	272	294	396	208	230
ZNF57	230	272	246	372	326	246	198
AES	29150	29454	40823	36568	48291	29621	23187
GNA11	6122	5469	8027	6133	8450	5219	4249
NCLN	1699	2145	2120	3256	2392	2134	1728
S1PR4	0	2	2	3	4	0	0
DOHH	589	627	723	835	808	601	415
SMIM24	1829	2242	3115	2639	2487	1135	3429
FZR1	1960	1980	2240	2647	2662	1760	1732
GIPC3	8	8	45	8	5	10	6
C19orf71	76	123	113	135	145	79	98
CACTIN	633	679	768	1043	900	590	432
MFSD12	1366	1775	1166	2337	1835	1469	1298
HMG20B	1551	1778	1362	2306	2111	1738	1385
TBXA2R	18	20	9	18	28	11	15
CACTIN-AS1	9	12	8	12	15	18	5
MRPL54	673	901	1490	1508	1012	882	901
RAX2	0	2	3	2	0	0	0
APBA3	538	473	402	600	716	536	388
TJP3	519	697	372	1160	523	660	782
ZFR2	215	72	150	193	289	113	153
ATCAY	791	325	408	707	942	286	390
NMRK2	0	19	1	9	0	0	6
PIAS4	974	845	1338	1616	1659	1123	643
SNORD37	0	0	0	0	1	0	0
EEF2	92937	92352	120816	135287	159293	88831	70516
DAPK3	2144	2388	1861	3552	2401	2157	1791
MIR637	1	2	7	3	4	2	2
CREB3L3	0	19	11	125	5	3	3
SIRT6	476	668	529	841	683	549	459
MAP2K2	2715	2790	3292	3998	4027	2713	2379
TMIGD2	0	0	2	0	0	1	2
CCDC94	568	871	835	964	943	537	608
FSD1	0	3	0	2	6	4	4
EBI3	2	0	3	13	10	3	13
SHD	0	0	0	0	0	0	0
CHAF1A	258	337	272	456	311	252	330
SH3GL1	1928	2003	2446	3491	2852	1996	1704
MPND	525	637	589	1046	626	509	478
MIR4746	29	30	19	31	30	18	14
HDGFRP2	1569	1538	2036	2324	2268	1598	1499
PLIN4	15	41	4	78	5	18	41
PLIN5	36	60	14	119	30	62	87
LRG1	357	907	140	1482	278	867	1268
SEMA6B	310	70	312	209	515	307	92
DPP9-AS1	31	33	23	35	17	44	30
C19orf10	4148	5514	3309	6443	5337	3305	2910
TNFAIP8L1	351	272	559	318	377	374	286
FEM1A	2226	2131	2961	2567	3013	1947	1519
TICAM1	1131	1019	1039	1657	1245	1081	964
MIR7-3HG	1457	1238	2195	4340	3863	2137	1653
MIR7-3	0	0	2	4	0	0	0
UHRF1	3	36	5	35	27	20	46
MIR4747	0	0	0	0	0	0	0
ARRDC5	0	0	0	0	0	2	0
ZNRF4	0	0	0	0	0	0	0
SAFB2	2564	2566	2976	3296	2799	2493	1979
TINCR	106	129	137	260	116	140	56
LONP1	4823	5445	6394	7854	6577	5181	3359
HSD11B1L	988	984	959	1029	1750	884	748
RPL36	9496	12681	13534	21916	16250	9537	8912
C19orf70	1281	1702	1386	2372	2066	1253	1241
FUT3	125	495	169	1045	127	593	668
FUT6	146	200	86	312	120	375	445
FUT5	0	0	0	1	5	0	0
DUS3L	362	608	824	1032	630	466	426
PRR22	24	39	44	48	36	53	31
NRTN	65	52	25	131	34	44	49
LOC101928844	0	1	0	1	0	3	1
RANBP3	2564	2615	2882	3559	3483	2520	2086
LOC100128568	19	8	15	13	4	12	10
CAPS	365	664	298	1475	463	783	650
VMAC	188	264	218	347	257	249	207
MLLT1	2303	2829	2667	3383	2982	2281	1913
ACER1	0	0	0	0	0	0	2
MIR3940	11	11	14	16	14	6	9
ALKBH7	1126	1041	1316	1770	1810	1041	942
PSPN	11	3	18	13	19	17	11
CLPP	1357	1214	1143	1807	1466	945	1182
GTF2F1	3826	4744	5393	5784	6682	3410	3111
MIR6790	3	8	11	7	21	9	12
MIR6885	0	0	0	0	0	0	0
TNFSF9	15	22	6	37	11	25	19
SLC25A23	2266	2807	2034	4372	2764	2121	1909
CRB3	971	1038	1046	1604	1229	908	870
TUBB4A	64	118	24	171	52	58	35
SLC25A41	7	0	9	25	11	0	16
DENND1C	979	950	1247	1438	1194	947	882
CD70	0	0	0	0	0	0	0
TNFSF14	2	2	2	45	6	10	18
TRIP10	728	764	691	1644	693	578	690
SH2D3A	185	433	187	932	182	409	401
GPR108	2562	3765	2459	4293	3201	2586	2450
MIR6791	5	0	1	3	1	3	0
EMR1	2	0	2	0	4	2	5
MBD3L2	0	0	0	0	0	0	0
FLJ25758	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0
EMR4P	2	0	0	4	1	2	4
MBD3L3	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0
PEX11G	66	231	82	207	210	131	114
LOC100128573	4	3	2	1	4	4	2
C19orf45	9	10	18	29	10	14	13
ZNF358	2039	2317	2715	2394	3248	1738	1402
MCOLN1	1850	2056	1985	1778	2399	1717	1193
STXBP2	1739	1969	1723	3572	2275	1617	1937
PET100	477	516	495	931	694	386	510
CAMSAP3	1750	1274	1834	2010	1927	1357	1508
XAB2	2279	2301	2800	3512	3388	2237	1706
PCP2	20	22	15	21	23	19	7
MIR6792	0	1	0	0	0	0	1
CD209	36	26	83	28	220	46	76
CLEC4G	0	0	0	0	1	0	0
CLEC4M	0	0	0	0	0	0	0
FCER2	2	0	2	0	13	0	0
TRAPPC5	1245	1390	1295	2238	1718	1083	1061
RETN	0	0	2	0	0	0	0
CLEC4GP1	0	0	0	0	2	0	0
MCEMP1	0	0	0	14	15	10	6
MAP2K7	1706	1510	1989	2147	2053	1437	1123
FLJ22184	743	488	644	731	935	532	412
LRRC8E	92	233	76	312	76	173	216
TGFBR3L	145	43	167	77	201	59	99
SNAPC2	502	490	640	759	869	535	381
EVI5L	1056	885	1195	1314	1585	890	843
CTXN1	109	76	79	201	96	254	240
LYPLA2P2	99	111	81	151	133	99	118
ELAVL1	3488	3209	3948	4241	4143	2941	2512
FBN3	2	0	0	4	0	2	0
RPS28	31	530	1179	949	716	825	433
CD320	2166	3073	2343	3682	2969	2055	2055
NDUFA7	1883	1989	2159	3005	3137	1675	1998
CERS4	1539	1750	2299	2436	2184	1417	1407
ANGPTL4	835	1168	384	3748	851	1742	1557
MIR4999	0	0	0	0	0	0	0
RAB11B	3041	3018	3016	5107	4296	3139	3029
MARCH2	666	854	866	1187	1068	763	669
RAB11B-AS1	101	165	100	178	156	151	169
ZNF414	354	291	423	397	408	336	314
MYO1F	57	44	79	70	108	93	68
PRAM1	9	5	16	10	20	2	13
ACTL9	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0
MBD3L1	0	0	0	0	0	0	0
ZNF558	723	918	830	1031	928	793	741
ZNF317	2298	2007	2524	2689	2553	1713	1102
OR7D2	4	0	8	6	8	1	113
OR7G1	0	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0	0
OR1M1	0	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0	0
ZNF699	281	172	244	214	275	125	126
OR7D4	0	0	0	0	0	0	0
ZNF177	0	0	0	0	1	0	0
ZNF266	986	1147	2097	1424	1599	1914	1140
ZNF426	313	307	336	346	352	258	290
ZNF560	0	2	0	0	2	0	0
ZNF121	246	147	273	187	196	123	141
ZNF812	2	3	14	0	11	3	3
ZNF562	1433	1675	1828	1736	2064	1330	1127
ZNF561	1511	1897	2523	2218	2319	1749	1352
C19orf82	230	497	318	505	455	308	322
UBL5	3732	3749	3895	5945	5578	3477	3662
PIN1	2601	2900	3344	3552	4680	2672	2587
ZNF846	257	273	330	258	338	233	233
FBXL12	430	468	584	722	656	546	484
OLFM2	3930	4284	4064	4684	4815	4492	2790
SNORD105	0	0	0	0	0	0	0
SNORD105B	0	0	0	0	0	0	0
C19orf66	790	784	857	1367	1061	870	549
C3P1	0	0	0	0	0	0	0
PPAN	48	49	53	42	47	37	41
ANGPTL6	7	18	6	8	14	2	7
RDH8	0	4	0	2	0	0	0
DNMT1	2803	2434	2777	3699	3061	2127	1818
S1PR2	308	169	292	353	343	250	175
EIF3G	3279	3656	3908	4966	4806	3117	2514
MIR4322	0	0	0	0	4	0	0
MRPL4	1082	1363	1169	1764	1648	1081	1028
ICAM1	1246	1245	767	6199	806	1687	1629
ICAM4	0	4	0	12	0	2	2
ICAM5	0	1	12	5	8	2	7
RAVER1	2034	1970	2435	2612	2717	1788	1581
ZGLP1	57	42	30	53	46	73	40
FDX1L	658	612	640	846	935	608	581
ICAM3	261	270	272	370	491	261	249
PDE4A	224	215	168	359	150	148	205
KEAP1	4757	4007	4665	5102	5834	4458	2961
CDC37	3729	4386	4063	7446	5274	4138	3468
MIR1181	0	0	0	0	0	0	0
